,Product,Date Range,Market Price
1969,Charmander - 004/165,9/26 to 9/28,$0.87
1970,Charmander - 004/165,9/29 to 10/1,$0.36
1971,Charmander - 004/165,9/29 to 10/1,$1.07
1972,Charmander - 004/165,10/2 to 10/4,$0.34
1973,Charmander - 004/165,10/2 to 10/4,$1.27
1974,Charmander - 004/165,10/5 to 10/7,$0.21
1975,Charmander - 004/165,10/5 to 10/7,$0.98
1976,Charmander - 004/165,10/8 to 10/10,$0.21
1977,Charmander - 004/165,10/8 to 10/10,$0.77
1978,Charmander - 004/165,10/11 to 10/13,$0.18
1979,Charmander - 004/165,10/11 to 10/13,$0.69
1980,Charmander - 168/165,7/16 to 7/18,$0.00
1981,Charmander - 168/165,7/19 to 7/21,$0.00
1982,Charmander - 168/165,7/22 to 7/24,$0.00
1983,Charmander - 168/165,7/25 to 7/27,$0.00
1984,Charmander - 168/165,7/28 to 7/30,$0.00
1985,Charmander - 168/165,7/31 to 8/2,$0.00
1986,Charmander - 168/165,8/3 to 8/5,$0.00
1987,Charmander - 168/165,8/6 to 8/8,$0.00
1988,Charmander - 168/165,8/9 to 8/11,$0.00
1989,Charmander - 168/165,8/12 to 8/14,$0.00
1990,Charmander - 168/165,8/15 to 8/17,$0.00
1991,Charmander - 168/165,8/18 to 8/20,$0.00
1992,Charmander - 168/165,8/21 to 8/23,$0.00
1993,Charmander - 168/165,8/24 to 8/26,$0.00
1994,Charmander - 168/165,8/27 to 8/29,$0.00
1995,Charmander - 168/165,8/30 to 9/1,$0.00
1996,Charmander - 168/165,9/2 to 9/4,$0.00
1997,Charmander - 168/165,9/5 to 9/7,$0.00
1998,Charmander - 168/165,9/8 to 9/10,$0.00
1999,Charmander - 168/165,9/11 to 9/13,$0.00
2000,Charmander - 168/165,9/14 to 9/16,$0.00
2001,Charmander - 168/165,9/17 to 9/19,$37.49
2002,Charmander - 168/165,9/20 to 9/22,$22.36
2003,Charmander - 168/165,9/23 to 9/25,$21.38
2004,Charmander - 168/165,9/26 to 9/28,$34.58
2005,Charmander - 168/165,9/29 to 10/1,$35.70
2006,Charmander - 168/165,10/2 to 10/4,$31.69
2007,Charmander - 168/165,10/5 to 10/7,$22.14
2008,Charmander - 168/165,10/8 to 10/10,$26.92
2009,Charmander - 168/165,10/11 to 10/13,$28.01
2010,Charmeleon - 005/165,7/16 to 7/18,$0.00
2011,Charmeleon - 005/165,7/16 to 7/18,$0.00
2012,Charmeleon - 005/165,7/19 to 7/21,$0.00
2013,Charmeleon - 005/165,7/19 to 7/21,$0.00
2014,Charmeleon - 005/165,7/22 to 7/24,$0.00
2015,Charmeleon - 005/165,7/22 to 7/24,$0.00
2016,Charmeleon - 005/165,7/25 to 7/27,$0.00
2017,Charmeleon - 005/165,7/25 to 7/27,$0.00
2018,Charmeleon - 005/165,7/28 to 7/30,$0.00
2019,Charmeleon - 005/165,7/28 to 7/30,$0.00
2020,Charmeleon - 005/165,7/31 to 8/2,$0.00
2021,Charmeleon - 005/165,7/31 to 8/2,$0.00
2022,Charmeleon - 005/165,8/3 to 8/5,$0.00
2023,Charmeleon - 005/165,8/3 to 8/5,$0.00
2024,Charmeleon - 005/165,8/6 to 8/8,$0.00
2025,Charmeleon - 005/165,8/6 to 8/8,$0.00
2026,Charmeleon - 005/165,8/9 to 8/11,$0.00
2027,Charmeleon - 005/165,8/9 to 8/11,$0.00
2028,Charmeleon - 005/165,8/12 to 8/14,$0.00
2029,Charmeleon - 005/165,8/12 to 8/14,$0.00
2030,Charmeleon - 005/165,8/15 to 8/17,$0.00
2031,Charmeleon - 005/165,8/15 to 8/17,$0.00
2032,Charmeleon - 005/165,8/18 to 8/20,$0.00
2033,Charmeleon - 005/165,8/18 to 8/20,$0.00
2034,Charmeleon - 005/165,8/21 to 8/23,$0.00
2035,Charmeleon - 005/165,8/21 to 8/23,$0.00
2036,Charmeleon - 005/165,8/24 to 8/26,$0.00
2037,Charmeleon - 005/165,8/24 to 8/26,$0.00
2038,Charmeleon - 005/165,8/27 to 8/29,$0.00
2039,Charmeleon - 005/165,8/27 to 8/29,$0.00
2040,Charmeleon - 005/165,8/30 to 9/1,$0.00
2041,Charmeleon - 005/165,8/30 to 9/1,$0.00
2042,Charmeleon - 005/165,9/2 to 9/4,$0.00
2043,Charmeleon - 005/165,9/2 to 9/4,$0.00
2044,Charmeleon - 005/165,9/5 to 9/7,$0.00
2045,Charmeleon - 005/165,9/5 to 9/7,$0.00
2046,Charmeleon - 005/165,9/8 to 9/10,$0.00
2047,Charmeleon - 005/165,9/8 to 9/10,$0.00
2048,Charmeleon - 005/165,9/11 to 9/13,$0.00
2049,Charmeleon - 005/165,9/11 to 9/13,$0.00
2050,Charmeleon - 005/165,9/14 to 9/16,$0.00
2051,Charmeleon - 005/165,9/14 to 9/16,$0.00
2052,Charmeleon - 005/165,9/17 to 9/19,$0.98
2053,Charmeleon - 005/165,9/17 to 9/19,$0.00
2054,Charmeleon - 005/165,9/20 to 9/22,$0.43
2055,Charmeleon - 005/165,9/20 to 9/22,$0.35
2056,Charmeleon - 005/165,9/23 to 9/25,$0.24
2057,Charmeleon - 005/165,9/23 to 9/25,$0.28
2058,Charmeleon - 005/165,9/26 to 9/28,$0.20
2059,Charmeleon - 005/165,9/26 to 9/28,$0.27
2060,Charmeleon - 005/165,9/29 to 10/1,$0.20
2061,Charmeleon - 005/165,9/29 to 10/1,$0.31
2062,Charmeleon - 005/165,10/2 to 10/4,$0.15
2063,Charmeleon - 005/165,10/2 to 10/4,$0.36
2064,Charmeleon - 005/165,10/5 to 10/7,$0.11
2065,Charmeleon - 005/165,10/5 to 10/7,$0.30
2066,Charmeleon - 005/165,10/8 to 10/10,$0.12
2067,Charmeleon - 005/165,10/8 to 10/10,$0.30
2068,Charmeleon - 005/165,10/11 to 10/13,$0.11
2069,Charmeleon - 005/165,10/11 to 10/13,$0.31
2070,Charmeleon - 169/165,7/16 to 7/18,$0.00
2071,Charmeleon - 169/165,7/19 to 7/21,$0.00
2072,Charmeleon - 169/165,7/22 to 7/24,$0.00
2073,Charmeleon - 169/165,7/25 to 7/27,$0.00
2074,Charmeleon - 169/165,7/28 to 7/30,$0.00
2075,Charmeleon - 169/165,7/31 to 8/2,$0.00
2076,Charmeleon - 169/165,8/3 to 8/5,$0.00
2077,Charmeleon - 169/165,8/6 to 8/8,$0.00
2078,Charmeleon - 169/165,8/9 to 8/11,$0.00
2079,Charmeleon - 169/165,8/12 to 8/14,$0.00
2080,Charmeleon - 169/165,8/15 to 8/17,$0.00
2081,Charmeleon - 169/165,8/18 to 8/20,$0.00
2082,Charmeleon - 169/165,8/21 to 8/23,$0.00
2083,Charmeleon - 169/165,8/24 to 8/26,$0.00
2084,Charmeleon - 169/165,8/27 to 8/29,$0.00
2085,Charmeleon - 169/165,8/30 to 9/1,$0.00
2086,Charmeleon - 169/165,9/2 to 9/4,$0.00
2087,Charmeleon - 169/165,9/5 to 9/7,$0.00
2088,Charmeleon - 169/165,9/8 to 9/10,$0.00
2089,Charmeleon - 169/165,9/11 to 9/13,$0.00
2090,Charmeleon - 169/165,9/14 to 9/16,$0.00
2091,Charmeleon - 169/165,9/17 to 9/19,$0.00
2092,Charmeleon - 169/165,9/20 to 9/22,$13.24
2093,Charmeleon - 169/165,9/23 to 9/25,$12.11
2094,Charmeleon - 169/165,9/26 to 9/28,$14.43
2095,Charmeleon - 169/165,9/29 to 10/1,$18.18
2096,Charmeleon - 169/165,10/2 to 10/4,$19.29
2097,Charmeleon - 169/165,10/5 to 10/7,$17.13
2098,Charmeleon - 169/165,10/8 to 10/10,$16.60
2099,Charmeleon - 169/165,10/11 to 10/13,$17.47
2100,Clefable,7/16 to 7/18,$0.00
2101,Clefable,7/16 to 7/18,$0.00
2102,Clefable,7/19 to 7/21,$0.00
2103,Clefable,7/19 to 7/21,$0.00
2104,Clefable,7/22 to 7/24,$0.00
2105,Clefable,7/22 to 7/24,$0.00
2106,Clefable,7/25 to 7/27,$0.00
2107,Clefable,7/25 to 7/27,$0.00
2108,Clefable,7/28 to 7/30,$0.00
2109,Clefable,7/28 to 7/30,$0.00
2110,Clefable,7/31 to 8/2,$0.00
2111,Clefable,7/31 to 8/2,$0.00
2112,Clefable,8/3 to 8/5,$0.00
2113,Clefable,8/3 to 8/5,$0.00
2114,Clefable,8/6 to 8/8,$0.00
2115,Clefable,8/6 to 8/8,$0.00
2116,Clefable,8/9 to 8/11,$0.00
2117,Clefable,8/9 to 8/11,$0.00
2118,Clefable,8/12 to 8/14,$0.00
2119,Clefable,8/12 to 8/14,$0.00
2120,Clefable,8/15 to 8/17,$0.00
2121,Clefable,8/15 to 8/17,$0.00
2122,Clefable,8/18 to 8/20,$0.00
2123,Clefable,8/18 to 8/20,$0.00
2124,Clefable,8/21 to 8/23,$0.00
2125,Clefable,8/21 to 8/23,$0.00
2126,Clefable,8/24 to 8/26,$0.00
2127,Clefable,8/24 to 8/26,$0.00
2128,Clefable,8/27 to 8/29,$0.00
2129,Clefable,8/27 to 8/29,$0.00
2130,Clefable,8/30 to 9/1,$0.00
2131,Clefable,8/30 to 9/1,$0.00
2132,Clefable,9/2 to 9/4,$0.00
2133,Clefable,9/2 to 9/4,$0.00
2134,Clefable,9/5 to 9/7,$0.00
2135,Clefable,9/5 to 9/7,$0.00
2136,Clefable,9/8 to 9/10,$0.00
2137,Clefable,9/8 to 9/10,$0.00
2138,Clefable,9/11 to 9/13,$0.00
2139,Clefable,9/11 to 9/13,$0.00
2140,Clefable,9/14 to 9/16,$0.00
2141,Clefable,9/14 to 9/16,$0.00
2142,Clefable,9/17 to 9/19,$0.00
2143,Clefable,9/17 to 9/19,$0.00
2144,Clefable,9/20 to 9/22,$0.17
2145,Clefable,9/20 to 9/22,$0.21
2146,Clefable,9/23 to 9/25,$0.14
2147,Clefable,9/23 to 9/25,$0.29
2148,Clefable,9/26 to 9/28,$0.13
2149,Clefable,9/26 to 9/28,$0.26
2150,Clefable,9/29 to 10/1,$0.13
2151,Clefable,9/29 to 10/1,$0.26
2152,Clefable,10/2 to 10/4,$0.12
2153,Clefable,10/2 to 10/4,$0.29
2154,Clefable,10/5 to 10/7,$0.07
2155,Clefable,10/5 to 10/7,$0.25
2156,Clefable,10/8 to 10/10,$0.07
2157,Clefable,10/8 to 10/10,$0.26
2158,Clefable,10/11 to 10/13,$0.08
2159,Clefable,10/11 to 10/13,$0.26
2160,Clefairy,7/16 to 7/18,$0.00
2161,Clefairy,7/16 to 7/18,$0.00
2162,Clefairy,7/19 to 7/21,$0.00
2163,Clefairy,7/19 to 7/21,$0.00
2164,Clefairy,7/22 to 7/24,$0.00
2165,Clefairy,7/22 to 7/24,$0.00
2166,Clefairy,7/25 to 7/27,$0.00
2167,Clefairy,7/25 to 7/27,$0.00
2168,Clefairy,7/28 to 7/30,$0.00
2169,Clefairy,7/28 to 7/30,$0.00
2170,Clefairy,7/31 to 8/2,$0.00
2171,Clefairy,7/31 to 8/2,$0.00
2172,Clefairy,8/3 to 8/5,$0.00
2173,Clefairy,8/3 to 8/5,$0.00
2174,Clefairy,8/6 to 8/8,$0.00
2175,Clefairy,8/6 to 8/8,$0.00
2176,Clefairy,8/9 to 8/11,$0.00
2177,Clefairy,8/9 to 8/11,$0.00
2178,Clefairy,8/12 to 8/14,$0.00
2179,Clefairy,8/12 to 8/14,$0.00
2180,Clefairy,8/15 to 8/17,$0.00
2181,Clefairy,8/15 to 8/17,$0.00
2182,Clefairy,8/18 to 8/20,$0.00
2183,Clefairy,8/18 to 8/20,$0.00
2184,Clefairy,8/21 to 8/23,$0.00
2185,Clefairy,8/21 to 8/23,$0.00
2186,Clefairy,8/24 to 8/26,$0.00
2187,Clefairy,8/24 to 8/26,$0.00
2188,Clefairy,8/27 to 8/29,$0.00
2189,Clefairy,8/27 to 8/29,$0.00
2190,Clefairy,8/30 to 9/1,$0.00
2191,Clefairy,8/30 to 9/1,$0.00
2192,Clefairy,9/2 to 9/4,$0.00
2193,Clefairy,9/2 to 9/4,$0.00
2194,Clefairy,9/5 to 9/7,$0.00
2195,Clefairy,9/5 to 9/7,$0.00
2196,Clefairy,9/8 to 9/10,$0.00
2197,Clefairy,9/8 to 9/10,$0.00
2198,Clefairy,9/11 to 9/13,$0.00
2199,Clefairy,9/11 to 9/13,$0.00
2200,Clefairy,9/14 to 9/16,$0.00
2201,Clefairy,9/14 to 9/16,$0.00
2202,Clefairy,9/17 to 9/19,$0.98
2203,Clefairy,9/17 to 9/19,$0.00
2204,Clefairy,9/20 to 9/22,$0.49
2205,Clefairy,9/20 to 9/22,$0.28
2206,Clefairy,9/23 to 9/25,$0.11
2207,Clefairy,9/23 to 9/25,$0.25
2208,Clefairy,9/26 to 9/28,$0.13
2209,Clefairy,9/26 to 9/28,$0.21
2210,Clefairy,9/29 to 10/1,$0.10
2211,Clefairy,9/29 to 10/1,$0.20
2212,Clefairy,10/2 to 10/4,$0.10
2213,Clefairy,10/2 to 10/4,$0.20
2214,Clefairy,10/5 to 10/7,$0.06
2215,Clefairy,10/5 to 10/7,$0.20
2216,Clefairy,10/8 to 10/10,$0.05
2217,Clefairy,10/8 to 10/10,$0.20
2218,Clefairy,10/11 to 10/13,$0.04
2219,Clefairy,10/11 to 10/13,$0.19
2220,Cloyster,7/16 to 7/18,$0.00
2221,Cloyster,7/16 to 7/18,$0.00
2222,Cloyster,7/19 to 7/21,$0.00
2223,Cloyster,7/19 to 7/21,$0.00
2224,Cloyster,7/22 to 7/24,$0.00
2225,Cloyster,7/22 to 7/24,$0.00
2226,Cloyster,7/25 to 7/27,$0.00
2227,Cloyster,7/25 to 7/27,$0.00
2228,Cloyster,7/28 to 7/30,$0.00
2229,Cloyster,7/28 to 7/30,$0.00
2230,Cloyster,7/31 to 8/2,$0.00
2231,Cloyster,7/31 to 8/2,$0.00
2232,Cloyster,8/3 to 8/5,$0.00
2233,Cloyster,8/3 to 8/5,$0.00
2234,Cloyster,8/6 to 8/8,$0.00
2235,Cloyster,8/6 to 8/8,$0.00
2236,Cloyster,8/9 to 8/11,$0.00
2237,Cloyster,8/9 to 8/11,$0.00
2238,Cloyster,8/12 to 8/14,$0.00
2239,Cloyster,8/12 to 8/14,$0.00
2240,Cloyster,8/15 to 8/17,$0.00
2241,Cloyster,8/15 to 8/17,$0.00
2242,Cloyster,8/18 to 8/20,$0.00
2243,Cloyster,8/18 to 8/20,$0.00
2244,Cloyster,8/21 to 8/23,$0.00
2245,Cloyster,8/21 to 8/23,$0.00
2246,Cloyster,8/24 to 8/26,$0.00
2247,Cloyster,8/24 to 8/26,$0.00
2248,Cloyster,8/27 to 8/29,$0.00
2249,Cloyster,8/27 to 8/29,$0.00
2250,Cloyster,8/30 to 9/1,$0.00
2251,Cloyster,8/30 to 9/1,$0.00
2252,Cloyster,9/2 to 9/4,$0.00
2253,Cloyster,9/2 to 9/4,$0.00
2254,Cloyster,9/5 to 9/7,$0.00
2255,Cloyster,9/5 to 9/7,$0.00
2256,Cloyster,9/8 to 9/10,$0.00
2257,Cloyster,9/8 to 9/10,$0.00
2258,Cloyster,9/11 to 9/13,$0.00
2259,Cloyster,9/11 to 9/13,$0.00
2260,Cloyster,9/14 to 9/16,$0.00
2261,Cloyster,9/14 to 9/16,$0.00
2262,Cloyster,9/17 to 9/19,$0.00
2263,Cloyster,9/17 to 9/19,$0.00
2264,Cloyster,9/20 to 9/22,$0.18
2265,Cloyster,9/20 to 9/22,$0.23
2266,Cloyster,9/23 to 9/25,$0.14
2267,Cloyster,9/23 to 9/25,$0.32
2268,Cloyster,9/26 to 9/28,$0.11
2269,Cloyster,9/26 to 9/28,$0.25
2270,Cloyster,9/29 to 10/1,$0.11
2271,Cloyster,9/29 to 10/1,$0.26
2272,Cloyster,10/2 to 10/4,$0.09
2273,Cloyster,10/2 to 10/4,$0.27
2274,Cloyster,10/5 to 10/7,$0.09
2275,Cloyster,10/5 to 10/7,$0.21
2276,Cloyster,10/8 to 10/10,$0.08
2277,Cloyster,10/8 to 10/10,$0.25
2278,Cloyster,10/11 to 10/13,$0.08
2279,Cloyster,10/11 to 10/13,$0.25
2280,Code Card - 151 Booster Pack,7/16 to 7/18,$0.00
2281,Code Card - 151 Booster Pack,7/19 to 7/21,$0.00
2282,Code Card - 151 Booster Pack,7/22 to 7/24,$0.00
2283,Code Card - 151 Booster Pack,7/25 to 7/27,$0.00
2284,Code Card - 151 Booster Pack,7/28 to 7/30,$0.00
2285,Code Card - 151 Booster Pack,7/31 to 8/2,$0.00
2286,Code Card - 151 Booster Pack,8/3 to 8/5,$0.00
2287,Code Card - 151 Booster Pack,8/6 to 8/8,$0.00
2288,Code Card - 151 Booster Pack,8/9 to 8/11,$0.00
2289,Code Card - 151 Booster Pack,8/12 to 8/14,$0.00
2290,Code Card - 151 Booster Pack,8/15 to 8/17,$0.00
2291,Code Card - 151 Booster Pack,8/18 to 8/20,$0.00
2292,Code Card - 151 Booster Pack,8/21 to 8/23,$0.00
2293,Code Card - 151 Booster Pack,8/24 to 8/26,$0.00
2294,Code Card - 151 Booster Pack,8/27 to 8/29,$0.00
2295,Code Card - 151 Booster Pack,8/30 to 9/1,$0.00
2296,Code Card - 151 Booster Pack,9/2 to 9/4,$0.00
2297,Code Card - 151 Booster Pack,9/5 to 9/7,$0.00
2298,Code Card - 151 Booster Pack,9/8 to 9/10,$0.00
2299,Code Card - 151 Booster Pack,9/11 to 9/13,$0.00
2300,Code Card - 151 Booster Pack,9/14 to 9/16,$0.00
2301,Code Card - 151 Booster Pack,9/17 to 9/19,$0.00
2302,Code Card - 151 Booster Pack,9/20 to 9/22,$0.17
2303,Code Card - 151 Booster Pack,9/23 to 9/25,$0.15
2304,Code Card - 151 Booster Pack,9/26 to 9/28,$0.13
2305,Code Card - 151 Booster Pack,9/29 to 10/1,$0.12
2306,Code Card - 151 Booster Pack,10/2 to 10/4,$0.11
2307,Code Card - 151 Booster Pack,10/5 to 10/7,$0.12
2308,Code Card - 151 Booster Pack,10/8 to 10/10,$0.11
2309,Code Card - 151 Booster Pack,10/11 to 10/13,$0.11
2310,Code Card - 151 Elite Trainer Box,7/16 to 7/18,$0.00
2311,Code Card - 151 Elite Trainer Box,7/19 to 7/21,$0.00
2312,Code Card - 151 Elite Trainer Box,7/22 to 7/24,$0.00
2313,Code Card - 151 Elite Trainer Box,7/25 to 7/27,$0.00
2314,Code Card - 151 Elite Trainer Box,7/28 to 7/30,$0.00
2315,Code Card - 151 Elite Trainer Box,7/31 to 8/2,$0.00
2316,Code Card - 151 Elite Trainer Box,8/3 to 8/5,$0.00
2317,Code Card - 151 Elite Trainer Box,8/6 to 8/8,$0.00
2318,Code Card - 151 Elite Trainer Box,8/9 to 8/11,$0.00
2319,Code Card - 151 Elite Trainer Box,8/12 to 8/14,$0.00
2320,Code Card - 151 Elite Trainer Box,8/15 to 8/17,$0.00
2321,Code Card - 151 Elite Trainer Box,8/18 to 8/20,$0.00
2322,Code Card - 151 Elite Trainer Box,8/21 to 8/23,$0.00
2323,Code Card - 151 Elite Trainer Box,8/24 to 8/26,$0.00
2324,Code Card - 151 Elite Trainer Box,8/27 to 8/29,$0.00
2325,Code Card - 151 Elite Trainer Box,8/30 to 9/1,$0.00
2326,Code Card - 151 Elite Trainer Box,9/2 to 9/4,$0.00
2327,Code Card - 151 Elite Trainer Box,9/5 to 9/7,$0.00
2328,Code Card - 151 Elite Trainer Box,9/8 to 9/10,$0.00
2329,Code Card - 151 Elite Trainer Box,9/11 to 9/13,$0.00
2330,Code Card - 151 Elite Trainer Box,9/14 to 9/16,$0.00
2331,Code Card - 151 Elite Trainer Box,9/17 to 9/19,$0.00
2332,Code Card - 151 Elite Trainer Box,9/20 to 9/22,$0.00
2333,Code Card - 151 Elite Trainer Box,9/23 to 9/25,$0.48
2334,Code Card - 151 Elite Trainer Box,9/26 to 9/28,$0.35
2335,Code Card - 151 Elite Trainer Box,9/29 to 10/1,$0.28
2336,Code Card - 151 Elite Trainer Box,10/2 to 10/4,$0.21
2337,Code Card - 151 Elite Trainer Box,10/5 to 10/7,$0.15
2338,Code Card - 151 Elite Trainer Box,10/8 to 10/10,$0.14
2339,Code Card - 151 Elite Trainer Box,10/11 to 10/13,$0.12
2340,Code Card - 151 Ultra-Premium Collection,7/16 to 7/18,$0.00
2341,Code Card - 151 Ultra-Premium Collection,7/19 to 7/21,$0.00
2342,Code Card - 151 Ultra-Premium Collection,7/22 to 7/24,$0.00
2343,Code Card - 151 Ultra-Premium Collection,7/25 to 7/27,$0.00
2344,Code Card - 151 Ultra-Premium Collection,7/28 to 7/30,$0.00
2345,Code Card - 151 Ultra-Premium Collection,7/31 to 8/2,$0.00
2346,Code Card - 151 Ultra-Premium Collection,8/3 to 8/5,$0.00
2347,Code Card - 151 Ultra-Premium Collection,8/6 to 8/8,$0.00
2348,Code Card - 151 Ultra-Premium Collection,8/9 to 8/11,$0.00
2349,Code Card - 151 Ultra-Premium Collection,8/12 to 8/14,$0.00
2350,Code Card - 151 Ultra-Premium Collection,8/15 to 8/17,$0.00
2351,Code Card - 151 Ultra-Premium Collection,8/18 to 8/20,$0.00
2352,Code Card - 151 Ultra-Premium Collection,8/21 to 8/23,$0.00
2353,Code Card - 151 Ultra-Premium Collection,8/24 to 8/26,$0.00
2354,Code Card - 151 Ultra-Premium Collection,8/27 to 8/29,$0.00
2355,Code Card - 151 Ultra-Premium Collection,8/30 to 9/1,$0.00
2356,Code Card - 151 Ultra-Premium Collection,9/2 to 9/4,$0.00
2357,Code Card - 151 Ultra-Premium Collection,9/5 to 9/7,$0.00
2358,Code Card - 151 Ultra-Premium Collection,9/8 to 9/10,$0.00
2359,Code Card - 151 Ultra-Premium Collection,9/11 to 9/13,$0.00
2360,Code Card - 151 Ultra-Premium Collection,9/14 to 9/16,$0.00
2361,Code Card - 151 Ultra-Premium Collection,9/17 to 9/19,$0.00
2362,Code Card - 151 Ultra-Premium Collection,9/20 to 9/22,$0.00
2363,Code Card - 151 Ultra-Premium Collection,9/23 to 9/25,$0.00
2364,Code Card - 151 Ultra-Premium Collection,9/26 to 9/28,$0.00
2365,Code Card - 151 Ultra-Premium Collection,9/29 to 10/1,$0.00
2366,Code Card - 151 Ultra-Premium Collection,10/2 to 10/4,$0.73
2367,Code Card - 151 Ultra-Premium Collection,10/5 to 10/7,$0.81
2368,Code Card - 151 Ultra-Premium Collection,10/8 to 10/10,$0.81
2369,Code Card - 151 Ultra-Premium Collection,10/11 to 10/13,$0.87
2370,Code Card -151 Poster Collection,7/16 to 7/18,$0.00
2371,Code Card -151 Poster Collection,7/19 to 7/21,$0.00
2372,Code Card -151 Poster Collection,7/22 to 7/24,$0.00
2373,Code Card -151 Poster Collection,7/25 to 7/27,$0.00
2374,Code Card -151 Poster Collection,7/28 to 7/30,$0.00
2375,Code Card -151 Poster Collection,7/31 to 8/2,$0.00
2376,Code Card -151 Poster Collection,8/3 to 8/5,$0.00
2377,Code Card -151 Poster Collection,8/6 to 8/8,$0.00
2378,Code Card -151 Poster Collection,8/9 to 8/11,$0.00
2379,Code Card -151 Poster Collection,8/12 to 8/14,$0.00
2380,Code Card -151 Poster Collection,8/15 to 8/17,$0.00
2381,Code Card -151 Poster Collection,8/18 to 8/20,$0.00
2382,Code Card -151 Poster Collection,8/21 to 8/23,$0.00
2383,Code Card -151 Poster Collection,8/24 to 8/26,$0.00
2384,Code Card -151 Poster Collection,8/27 to 8/29,$0.00
2385,Code Card -151 Poster Collection,8/30 to 9/1,$0.00
2386,Code Card -151 Poster Collection,9/2 to 9/4,$0.00
2387,Code Card -151 Poster Collection,9/5 to 9/7,$0.00
2388,Code Card -151 Poster Collection,9/8 to 9/10,$0.00
2389,Code Card -151 Poster Collection,9/11 to 9/13,$0.00
2390,Code Card -151 Poster Collection,9/14 to 9/16,$0.00
2391,Code Card -151 Poster Collection,9/17 to 9/19,$0.00
2392,Code Card -151 Poster Collection,9/20 to 9/22,$0.00
2393,Code Card -151 Poster Collection,9/23 to 9/25,$0.00
2394,Code Card -151 Poster Collection,9/26 to 9/28,$0.05
2395,Code Card -151 Poster Collection,9/29 to 10/1,$0.06
2396,Code Card -151 Poster Collection,10/2 to 10/4,$0.05
2397,Code Card -151 Poster Collection,10/5 to 10/7,$0.06
2398,Code Card -151 Poster Collection,10/8 to 10/10,$0.08
2399,Code Card -151 Poster Collection,10/11 to 10/13,$0.09
2400,Cubone,7/16 to 7/18,$0.00
2401,Cubone,7/16 to 7/18,$0.00
2402,Cubone,7/19 to 7/21,$0.00
2403,Cubone,7/19 to 7/21,$0.00
2404,Cubone,7/22 to 7/24,$0.00
2405,Cubone,7/22 to 7/24,$0.00
2406,Cubone,7/25 to 7/27,$0.00
2407,Cubone,7/25 to 7/27,$0.00
2408,Cubone,7/28 to 7/30,$0.00
2409,Cubone,7/28 to 7/30,$0.00
2410,Cubone,7/31 to 8/2,$0.00
2411,Cubone,7/31 to 8/2,$0.00
2412,Cubone,8/3 to 8/5,$0.00
2413,Cubone,8/3 to 8/5,$0.00
2414,Cubone,8/6 to 8/8,$0.00
2415,Cubone,8/6 to 8/8,$0.00
2416,Cubone,8/9 to 8/11,$0.00
2417,Cubone,8/9 to 8/11,$0.00
2418,Cubone,8/12 to 8/14,$0.00
2419,Cubone,8/12 to 8/14,$0.00
2420,Cubone,8/15 to 8/17,$0.00
2421,Cubone,8/15 to 8/17,$0.00
2422,Cubone,8/18 to 8/20,$0.00
2423,Cubone,8/18 to 8/20,$0.00
2424,Cubone,8/21 to 8/23,$0.00
2425,Cubone,8/21 to 8/23,$0.00
2426,Cubone,8/24 to 8/26,$0.00
2427,Cubone,8/24 to 8/26,$0.00
2428,Cubone,8/27 to 8/29,$0.00
2429,Cubone,8/27 to 8/29,$0.00
2430,Cubone,8/30 to 9/1,$0.00
2431,Cubone,8/30 to 9/1,$0.00
2432,Cubone,9/2 to 9/4,$0.00
2433,Cubone,9/2 to 9/4,$0.00
2434,Cubone,9/5 to 9/7,$0.00
2435,Cubone,9/5 to 9/7,$0.00
2436,Cubone,9/8 to 9/10,$0.00
2437,Cubone,9/8 to 9/10,$0.00
2438,Cubone,9/11 to 9/13,$0.00
2439,Cubone,9/11 to 9/13,$0.00
2440,Cubone,9/14 to 9/16,$0.00
2441,Cubone,9/14 to 9/16,$0.00
2442,Cubone,9/17 to 9/19,$0.00
2443,Cubone,9/17 to 9/19,$0.00
2444,Cubone,9/20 to 9/22,$0.13
2445,Cubone,9/20 to 9/22,$0.18
2446,Cubone,9/23 to 9/25,$0.08
2447,Cubone,9/23 to 9/25,$0.23
2448,Cubone,9/26 to 9/28,$0.09
2449,Cubone,9/26 to 9/28,$0.23
2450,Cubone,9/29 to 10/1,$0.09
2451,Cubone,9/29 to 10/1,$0.26
2452,Cubone,10/2 to 10/4,$0.08
2453,Cubone,10/2 to 10/4,$0.23
2454,Cubone,10/5 to 10/7,$0.05
2455,Cubone,10/5 to 10/7,$0.21
2456,Cubone,10/8 to 10/10,$0.05
2457,Cubone,10/8 to 10/10,$0.20
2458,Cubone,10/11 to 10/13,$0.04
2459,Cubone,10/11 to 10/13,$0.23
2460,Cycling Road,7/16 to 7/18,$0.00
2461,Cycling Road,7/16 to 7/18,$0.00
2462,Cycling Road,7/19 to 7/21,$0.00
2463,Cycling Road,7/19 to 7/21,$0.00
2464,Cycling Road,7/22 to 7/24,$0.00
2465,Cycling Road,7/22 to 7/24,$0.00
2466,Cycling Road,7/25 to 7/27,$0.00
2467,Cycling Road,7/25 to 7/27,$0.00
2468,Cycling Road,7/28 to 7/30,$0.00
2469,Cycling Road,7/28 to 7/30,$0.00
2470,Cycling Road,7/31 to 8/2,$0.00
2471,Cycling Road,7/31 to 8/2,$0.00
2472,Cycling Road,8/3 to 8/5,$0.00
